	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	nident	sname
408	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4735	tr|B7Z8R7|B7Z8R7_HUMAN	100.0	5	0	0	1	5	19	23	79.0	17.3	5	tr|B7Z8R7|B7Z8R7_HUMAN Nuclear receptor subfamily 1 group I member 3 OS=Homo sapiens OX=9606 GN=NR1I3 PE=2 SV=1
409	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4735	tr|Q6GZ72|Q6GZ72_HUMAN	100.0	5	0	0	1	5	19	23	82.0	17.3	5	tr|Q6GZ72|Q6GZ72_HUMAN Constitutive androstane receptor SV17 OS=Homo sapiens OX=9606 GN=NR1I3 PE=2 SV=1
410	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4809	tr|H0YJ41|H0YJ41_HUMAN	100.0	5	0	0	1	5	559	563	76.0	17.3	5	tr|H0YJ41|H0YJ41_HUMAN BTB/POZ domain-containing protein 7 (Fragment) OS=Homo sapiens OX=9606 GN=BTBD7 PE=1 SV=1
411	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4843	tr|Q5QPM0|Q5QPM0_HUMAN	100.0	5	0	0	1	5	49	53	58.0	17.7	5	tr|Q5QPM0|Q5QPM0_HUMAN RNA-binding protein Raly (Fragment) OS=Homo sapiens OX=9606 GN=RALY PE=1 SV=8
412	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4843	tr|B3KT61|B3KT61_HUMAN	100.0	5	0	0	1	5	116	120	97.0	16.9	5	tr|B3KT61|B3KT61_HUMAN RNA-binding Raly-like protein OS=Homo sapiens OX=9606 GN=RALYL PE=1 SV=1
413	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4844	tr|Q5QPM0|Q5QPM0_HUMAN	100.0	5	0	0	1	5	50	54	79.0	17.3	5	tr|Q5QPM0|Q5QPM0_HUMAN RNA-binding protein Raly (Fragment) OS=Homo sapiens OX=9606 GN=RALY PE=1 SV=8
418	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4874	tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN	100.0	5	0	0	1	5	25431	25435	42.0	18.1	5	tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1
419	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4874	tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN	100.0	5	0	0	1	5	28081	28085	42.0	18.1	5	tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1
420	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4874	tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN	100.0	5	0	0	1	5	16558	16562	42.0	18.1	5	tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1
421	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4874	tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN	100.0	5	0	0	1	5	19208	19212	42.0	18.1	5	tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1
422	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4876	tr|E7EV01|E7EV01_HUMAN	100.0	5	0	0	1	5	415	419	100.0	16.9	5	tr|E7EV01|E7EV01_HUMAN Calpain-5 OS=Homo sapiens OX=9606 GN=CAPN5 PE=1 SV=2
423	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4894	tr|H0YMZ3|H0YMZ3_HUMAN	100.0	5	0	0	1	5	35	39	68.0	17.3	5	tr|H0YMZ3|H0YMZ3_HUMAN Semaphorin-4B (Fragment) OS=Homo sapiens OX=9606 GN=SEMA4B PE=1 SV=1
434	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4987	tr|A0A669KB89|A0A669KB89_HUMAN	100.0	5	0	0	1	5	643	647	18.0	19.2	5	tr|A0A669KB89|A0A669KB89_HUMAN Protein scribble homolog OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=1
435	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4987	tr|A0A0G2JPP5|A0A0G2JPP5_HUMAN	100.0	5	0	0	1	5	643	647	18.0	19.2	5	tr|A0A0G2JPP5|A0A0G2JPP5_HUMAN Protein scribble homolog OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=1
436	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4987	tr|A0A0G2JNZ2|A0A0G2JNZ2_HUMAN	100.0	5	0	0	1	5	643	647	18.0	19.2	5	tr|A0A0G2JNZ2|A0A0G2JNZ2_HUMAN Protein scribble homolog OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=1
437	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4987	tr|A0A0G2JMS7|A0A0G2JMS7_HUMAN	100.0	5	0	0	1	5	562	566	18.0	19.2	5	tr|A0A0G2JMS7|A0A0G2JMS7_HUMAN Protein scribble homolog OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=1
446	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4988	tr|A0A087WXL3|A0A087WXL3_HUMAN	100.0	5	0	0	1	5	905	909	19.0	19.2	5	tr|A0A087WXL3|A0A087WXL3_HUMAN DNA-directed DNA polymerase OS=Homo sapiens OX=9606 GN=POLQ PE=1 SV=1
447	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5002	tr|Q5T8Z4|Q5T8Z4_HUMAN	100.0	5	0	0	1	5	13	17	95.0	16.9	5	tr|Q5T8Z4|Q5T8Z4_HUMAN Polycomb complex protein BMI-1 (Fragment) OS=Homo sapiens OX=9606 GN=BMI1 PE=4 SV=1
449	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5009	tr|F8VWS0|F8VWS0_HUMAN	100.0	5	0	0	1	5	23	27	35.0	18.5	5	tr|F8VWS0|F8VWS0_HUMAN 60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1
450	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5009	tr|F8VU65|F8VU65_HUMAN	100.0	5	0	0	1	5	23	27	35.0	18.5	5	tr|F8VU65|F8VU65_HUMAN 60S acidic ribosomal protein P0 (Fragment) OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1
451	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5009	tr|F8VZS0|F8VZS0_HUMAN	100.0	5	0	0	1	5	23	27	35.0	18.5	5	tr|F8VZS0|F8VZS0_HUMAN 60S acidic ribosomal protein P0 (Fragment) OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1
452	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5009	tr|G3V210|G3V210_HUMAN	100.0	5	0	0	1	5	23	27	36.0	18.5	5	tr|G3V210|G3V210_HUMAN 60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1
453	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5009	tr|F8VPE8|F8VPE8_HUMAN	100.0	5	0	0	1	5	9	13	37.0	18.5	5	tr|F8VPE8|F8VPE8_HUMAN 60S acidic ribosomal protein P0 (Fragment) OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1
454	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5009	tr|F8VQY6|F8VQY6_HUMAN	100.0	5	0	0	1	5	23	27	37.0	18.5	5	tr|F8VQY6|F8VQY6_HUMAN 60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1
455	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5009	tr|F8VS58|F8VS58_HUMAN	100.0	5	0	0	1	5	23	27	38.0	18.5	5	tr|F8VS58|F8VS58_HUMAN 60S acidic ribosomal protein P0 (Fragment) OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1
456	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5009	tr|F8VWV4|F8VWV4_HUMAN	100.0	5	0	0	1	5	9	13	38.0	18.5	5	tr|F8VWV4|F8VWV4_HUMAN 60S acidic ribosomal protein P0 (Fragment) OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1
457	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5009	tr|F8VRK7|F8VRK7_HUMAN	100.0	5	0	0	1	5	23	27	44.0	18.1	5	tr|F8VRK7|F8VRK7_HUMAN 60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1
458	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_504	tr|A0A0A0MTB8|A0A0A0MTB8_HUMAN	100.0	5	0	0	1	5	448	452	89.0	16.9	5	tr|A0A0A0MTB8|A0A0A0MTB8_HUMAN WD repeat-containing protein 36 OS=Homo sapiens OX=9606 GN=WDR36 PE=1 SV=1
459	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5034	tr|H0Y507|H0Y507_HUMAN	100.0	5	0	0	1	5	625	629	77.0	17.3	5	tr|H0Y507|H0Y507_HUMAN SH3 and PX domain-containing protein 2A (Fragment) OS=Homo sapiens OX=9606 GN=SH3PXD2A PE=1 SV=1
460	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5034	tr|A0A087WV24|A0A087WV24_HUMAN	100.0	5	0	0	1	5	208	212	78.0	17.3	5	tr|A0A087WV24|A0A087WV24_HUMAN Aromatic-L-amino-acid decarboxylase OS=Homo sapiens OX=9606 GN=DDC PE=1 SV=1
461	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5034	tr|F8WER1|F8WER1_HUMAN	100.0	5	0	0	1	5	208	212	81.0	17.3	5	tr|F8WER1|F8WER1_HUMAN Aromatic-L-amino-acid decarboxylase OS=Homo sapiens OX=9606 GN=DDC PE=1 SV=1
462	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5034	tr|A0A087WU57|A0A087WU57_HUMAN	100.0	5	0	0	1	5	198	202	82.0	17.3	5	tr|A0A087WU57|A0A087WU57_HUMAN Aromatic-L-amino-acid decarboxylase OS=Homo sapiens OX=9606 GN=DDC PE=1 SV=1
463	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5034	tr|H7BZF7|H7BZF7_HUMAN	100.0	5	0	0	1	5	127	131	92.0	16.9	5	tr|H7BZF7|H7BZF7_HUMAN Aromatic-L-amino-acid decarboxylase (Fragment) OS=Homo sapiens OX=9606 GN=DDC PE=1 SV=1
464	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5117	tr|A0A0A0MRX4|A0A0A0MRX4_HUMAN	100.0	5	0	0	1	5	267	271	99.0	16.9	5	tr|A0A0A0MRX4|A0A0A0MRX4_HUMAN Ral guanine nucleotide dissociation stimulator-like 3 OS=Homo sapiens OX=9606 GN=RGL3 PE=1 SV=1
479	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5189	tr|B1AKN3|B1AKN3_HUMAN	100.0	5	0	0	1	5	126	130	31.0	18.5	5	tr|B1AKN3|B1AKN3_HUMAN Arginine-glutamic acid dipeptide (RE) repeats, isoform CRA_b OS=Homo sapiens OX=9606 GN=RERE PE=1 SV=1
480	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5189	tr|A0A590UJ84|A0A590UJ84_HUMAN	100.0	5	0	0	1	5	394	398	41.0	18.1	5	tr|A0A590UJ84|A0A590UJ84_HUMAN Arginine-glutamic acid dipeptide repeats protein (Fragment) OS=Homo sapiens OX=9606 GN=RERE PE=1 SV=1
481	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5189	tr|H7BYW9|H7BYW9_HUMAN	100.0	5	0	0	1	5	394	398	49.0	18.1	5	tr|H7BYW9|H7BYW9_HUMAN Arginine-glutamic acid dipeptide repeats protein OS=Homo sapiens OX=9606 GN=RERE PE=1 SV=1
482	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5189	tr|A0A590UK57|A0A590UK57_HUMAN	100.0	5	0	0	1	5	394	398	60.0	17.7	5	tr|A0A590UK57|A0A590UK57_HUMAN Arginine-glutamic acid dipeptide repeats protein OS=Homo sapiens OX=9606 GN=RERE PE=1 SV=1
488	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5191	tr|F6T1Q0|F6T1Q0_HUMAN	100.0	5	0	0	1	5	225	229	76.0	17.3	5	tr|F6T1Q0|F6T1Q0_HUMAN 2',5'-phosphodiesterase 12 OS=Homo sapiens OX=9606 GN=PDE12 PE=1 SV=1
489	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5200	tr|M0QZ20|M0QZ20_HUMAN	100.0	5	0	0	1	5	78	82	43.0	18.1	5	tr|M0QZ20|M0QZ20_HUMAN Calpain-12 (Fragment) OS=Homo sapiens OX=9606 GN=CAPN12 PE=3 SV=1
490	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5219	tr|B1AVT0|B1AVT0_HUMAN	100.0	5	0	0	1	5	257	261	82.0	17.3	5	tr|B1AVT0|B1AVT0_HUMAN Dual-specificity protein kinase CLK2 OS=Homo sapiens OX=9606 GN=CLK2 PE=1 SV=1
491	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5220	tr|A0A590UJX5|A0A590UJX5_HUMAN	100.0	5	0	0	1	5	7	11	65.0	17.7	5	tr|A0A590UJX5|A0A590UJX5_HUMAN AMP deaminase 2 (Fragment) OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=1
492	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5220	tr|A0A087WYC1|A0A087WYC1_HUMAN	100.0	5	0	0	1	5	452	456	96.0	16.9	5	tr|A0A087WYC1|A0A087WYC1_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=1
493	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5221	tr|F5GXV7|F5GXV7_HUMAN	100.0	5	0	0	1	5	1767	1771	41.0	18.1	5	tr|F5GXV7|F5GXV7_HUMAN Neurobeachin OS=Homo sapiens OX=9606 GN=NBEA PE=1 SV=2
494	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5221	tr|A0A0D9SF28|A0A0D9SF28_HUMAN	100.0	5	0	0	1	5	1766	1770	41.0	18.1	5	tr|A0A0D9SF28|A0A0D9SF28_HUMAN Neurobeachin OS=Homo sapiens OX=9606 GN=NBEA PE=1 SV=1
495	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5221	tr|Q5T321|Q5T321_HUMAN	100.0	5	0	0	1	5	1763	1767	41.0	18.1	5	tr|Q5T321|Q5T321_HUMAN Neurobeachin OS=Homo sapiens OX=9606 GN=NBEA PE=1 SV=1
496	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5221	tr|E9PCJ7|E9PCJ7_HUMAN	100.0	5	0	0	1	5	64	68	43.0	18.1	5	tr|E9PCJ7|E9PCJ7_HUMAN Putative E3 ubiquitin-protein ligase UBR7 OS=Homo sapiens OX=9606 GN=UBR7 PE=1 SV=2
497	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5221	tr|A0A087WYC1|A0A087WYC1_HUMAN	100.0	5	0	0	1	5	453	457	58.0	17.7	5	tr|A0A087WYC1|A0A087WYC1_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=1
498	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5221	tr|H0YJM2|H0YJM2_HUMAN	100.0	5	0	0	1	5	66	70	67.0	17.7	5	tr|H0YJM2|H0YJM2_HUMAN Putative E3 ubiquitin-protein ligase UBR7 (Fragment) OS=Homo sapiens OX=9606 GN=UBR7 PE=1 SV=1
499	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5223	tr|E5RJJ5|E5RJJ5_HUMAN	100.0	5	0	0	1	5	251	255	87.0	17.3	5	tr|E5RJJ5|E5RJJ5_HUMAN Proton-coupled amino acid transporter 2 OS=Homo sapiens OX=9606 GN=SLC36A2 PE=1 SV=1
500	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_505	tr|H3BSM0|H3BSM0_HUMAN	100.0	5	0	0	1	5	381	385	74.0	17.3	5	tr|H3BSM0|H3BSM0_HUMAN Acyl-coenzyme A synthetase ACSM3, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ACSM3 PE=1 SV=1
501	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_505	tr|H3BUF2|H3BUF2_HUMAN	100.0	5	0	0	1	5	24	28	80.0	17.3	5	tr|H3BUF2|H3BUF2_HUMAN Acyl-coenzyme A synthetase ACSM3, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ACSM3 PE=1 SV=8
502	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_505	tr|H3BV29|H3BV29_HUMAN	100.0	5	0	0	1	5	182	186	90.0	17.3	5	tr|H3BV29|H3BV29_HUMAN Acyl-coenzyme A synthetase ACSM3, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ACSM3 PE=1 SV=1
503	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5230	tr|K7ESE9|K7ESE9_HUMAN	100.0	5	0	0	1	5	322	326	91.0	16.9	5	tr|K7ESE9|K7ESE9_HUMAN Breast carcinoma-amplified sequence 3 OS=Homo sapiens OX=9606 GN=BCAS3 PE=1 SV=1
504	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8Y4V0|A0A2R8Y4V0_HUMAN	100.0	5	0	0	1	5	25	29	87.0	16.9	5	tr|A0A2R8Y4V0|A0A2R8Y4V0_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
505	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8Y5D8|A0A2R8Y5D8_HUMAN	100.0	5	0	0	1	5	25	29	87.0	16.9	5	tr|A0A2R8Y5D8|A0A2R8Y5D8_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
506	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8YDG0|A0A2R8YDG0_HUMAN	100.0	5	0	0	1	5	25	29	87.0	16.9	5	tr|A0A2R8YDG0|A0A2R8YDG0_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
507	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8Y4Z4|A0A2R8Y4Z4_HUMAN	100.0	5	0	0	1	5	25	29	87.0	16.9	5	tr|A0A2R8Y4Z4|A0A2R8Y4Z4_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
508	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8Y6Q0|A0A2R8Y6Q0_HUMAN	100.0	5	0	0	1	5	25	29	87.0	16.9	5	tr|A0A2R8Y6Q0|A0A2R8Y6Q0_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
509	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|E9PK50|E9PK50_HUMAN	100.0	5	0	0	1	5	25	29	88.0	16.9	5	tr|E9PK50|E9PK50_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
510	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8YEE5|A0A2R8YEE5_HUMAN	100.0	5	0	0	1	5	25	29	88.0	16.9	5	tr|A0A2R8YEE5|A0A2R8YEE5_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
511	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8YD94|A0A2R8YD94_HUMAN	100.0	5	0	0	1	5	25	29	88.0	16.9	5	tr|A0A2R8YD94|A0A2R8YD94_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
512	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8Y7I1|A0A2R8Y7I1_HUMAN	100.0	5	0	0	1	5	25	29	88.0	16.9	5	tr|A0A2R8Y7I1|A0A2R8Y7I1_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
513	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8YDG6|A0A2R8YDG6_HUMAN	100.0	5	0	0	1	5	25	29	89.0	16.9	5	tr|A0A2R8YDG6|A0A2R8YDG6_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
514	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8YFB3|A0A2R8YFB3_HUMAN	100.0	5	0	0	1	5	23	27	89.0	16.9	5	tr|A0A2R8YFB3|A0A2R8YFB3_HUMAN ATP-binding cassette sub-family C member 8 (Fragment) OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
515	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8Y6I7|A0A2R8Y6I7_HUMAN	100.0	5	0	0	1	5	25	29	89.0	16.9	5	tr|A0A2R8Y6I7|A0A2R8Y6I7_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
516	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8Y3M7|A0A2R8Y3M7_HUMAN	100.0	5	0	0	1	5	20	24	89.0	16.9	5	tr|A0A2R8Y3M7|A0A2R8Y3M7_HUMAN ATP-binding cassette sub-family C member 8 (Fragment) OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
517	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8Y5V4|A0A2R8Y5V4_HUMAN	100.0	5	0	0	1	5	25	29	89.0	16.9	5	tr|A0A2R8Y5V4|A0A2R8Y5V4_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
518	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8Y475|A0A2R8Y475_HUMAN	100.0	5	0	0	1	5	25	29	89.0	16.9	5	tr|A0A2R8Y475|A0A2R8Y475_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
519	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8YCG4|A0A2R8YCG4_HUMAN	100.0	5	0	0	1	5	25	29	89.0	16.9	5	tr|A0A2R8YCG4|A0A2R8YCG4_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
520	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8Y781|A0A2R8Y781_HUMAN	100.0	5	0	0	1	5	25	29	89.0	16.9	5	tr|A0A2R8Y781|A0A2R8Y781_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
521	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8YDX3|A0A2R8YDX3_HUMAN	100.0	5	0	0	1	5	25	29	89.0	16.9	5	tr|A0A2R8YDX3|A0A2R8YDX3_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
522	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8Y698|A0A2R8Y698_HUMAN	100.0	5	0	0	1	5	25	29	89.0	16.9	5	tr|A0A2R8Y698|A0A2R8Y698_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
523	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8Y5I7|A0A2R8Y5I7_HUMAN	100.0	5	0	0	1	5	25	29	90.0	16.9	5	tr|A0A2R8Y5I7|A0A2R8Y5I7_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=1 SV=1
524	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5232	tr|A0A2R8Y605|A0A2R8Y605_HUMAN	100.0	5	0	0	1	5	25	29	92.0	16.9	5	tr|A0A2R8Y605|A0A2R8Y605_HUMAN ATP-binding cassette sub-family C member 8 OS=Homo sapiens OX=9606 GN=ABCC8 PE=4 SV=1
525	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5233	tr|A0A3B3IRV8|A0A3B3IRV8_HUMAN	100.0	5	0	0	1	5	641	645	82.0	17.3	5	tr|A0A3B3IRV8|A0A3B3IRV8_HUMAN Retinal-specific phospholipid-transporting ATPase ABCA4 OS=Homo sapiens OX=9606 GN=ABCA4 PE=1 SV=1
526	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5263	tr|A0A1W2PS43|A0A1W2PS43_HUMAN	100.0	5	0	0	1	5	354	358	67.0	17.7	5	tr|A0A1W2PS43|A0A1W2PS43_HUMAN Lysosome membrane protein 2 OS=Homo sapiens OX=9606 GN=SCARB2 PE=1 SV=1
527	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5263	tr|A0A1W2PQB7|A0A1W2PQB7_HUMAN	100.0	5	0	0	1	5	357	361	67.0	17.7	5	tr|A0A1W2PQB7|A0A1W2PQB7_HUMAN Lysosome membrane protein 2 OS=Homo sapiens OX=9606 GN=SCARB2 PE=1 SV=1
528	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5263	tr|A0A1W2PRF6|A0A1W2PRF6_HUMAN	100.0	5	0	0	1	5	199	203	68.0	17.7	5	tr|A0A1W2PRF6|A0A1W2PRF6_HUMAN Lysosome membrane protein 2 OS=Homo sapiens OX=9606 GN=SCARB2 PE=1 SV=1
529	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5263	tr|A0A1W2PPU6|A0A1W2PPU6_HUMAN	100.0	5	0	0	1	5	317	321	71.0	17.3	5	tr|A0A1W2PPU6|A0A1W2PPU6_HUMAN Lysosome membrane protein 2 OS=Homo sapiens OX=9606 GN=SCARB2 PE=1 SV=1
530	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5263	tr|A0A1W2PRS1|A0A1W2PRS1_HUMAN	100.0	5	0	0	1	5	398	402	83.0	17.3	5	tr|A0A1W2PRS1|A0A1W2PRS1_HUMAN Lysosome membrane protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=SCARB2 PE=1 SV=1
